SEQN,intense,light,moderate,sedentary
21143.0,,189.57142857142858,1.3333333333333333,769.8571428571429
21144.0,8.0,256.6666666666667,25.666666666666668,714.5714285714286
21147.0,,233.33333333333334,12.666666666666666,749.1428571428571
21149.0,,363.0,43.0,554.0
21153.0,,253.85714285714286,9.142857142857142,697.0
21154.0,1.5,271.57142857142856,28.0,659.5714285714286
21156.0,,309.7142857142857,4.5,646.4285714285714
21157.0,2.5,385.0,73.57142857142857,500.0
21158.0,7.0,88.85714285714286,7.333333333333333,863.8571428571429
21159.0,,302.7142857142857,6.428571428571429,650.8571428571429
21161.0,5.0,237.8,48.0,761.2857142857143
21162.0,9.0,303.8,21.75,729.2857142857143
21163.0,8.285714285714286,277.2857142857143,46.42857142857143,628.0
21164.0,2.3333333333333335,160.71428571428572,27.285714285714285,771.0
21165.0,,386.42857142857144,1.0,573.4285714285714
21167.0,,305.42857142857144,1.1666666666666667,653.5714285714286
21168.0,1.0,262.2857142857143,23.666666666666668,677.2857142857143
21171.0,1.0,194.33333333333334,21.0,775.2857142857143
21172.0,,356.57142857142856,8.142857142857142,595.2857142857143
21174.0,3.8333333333333335,415.42857142857144,36.57142857142857,504.7142857142857
21175.0,5.0,207.85714285714286,20.4,736.8571428571429
21176.0,6.333333333333333,82.5,20.4,872.0
21177.0,1.0,226.28571428571428,26.333333333333332,711.0
21179.0,9.5,215.16666666666666,37.6,746.0
21180.0,1.6666666666666667,166.71428571428572,64.28571428571429,728.2857142857143
21181.0,,316.57142857142856,34.42857142857143,609.0
21182.0,1.0,182.83333333333334,9.8,796.0
21183.0,,350.1666666666667,5.5,655.1428571428571
21187.0,14.5,298.2857142857143,81.0,568.2857142857143
21189.0,4.0,209.57142857142858,18.166666666666668,734.2857142857143
21190.0,2.0,14.0,7.75,945.2857142857143
21192.0,,31.5,2.25,808.8571428571429
21193.0,1.5,342.7142857142857,41.857142857142854,574.5714285714286
21194.0,,166.83333333333334,5.5,812.2857142857143
21195.0,2.0,297.0,19.0,642.0
21196.0,9.714285714285714,177.0,32.0,741.2857142857143
21197.0,,264.4,25.8,752.7142857142857
21199.0,,87.71428571428571,5.0,870.8571428571429
21200.0,1.0,69.0,6.0,918.7142857142857
21201.0,3.0,222.42857142857142,63.857142857142854,673.2857142857143
21202.0,2.5,321.14285714285717,75.57142857142857,561.8571428571429
21204.0,,261.57142857142856,3.5714285714285716,694.8571428571429
21205.0,2.6666666666666665,306.7142857142857,33.285714285714285,618.8571428571429
21207.0,2.5,440.7142857142857,28.714285714285715,489.85714285714283
21209.0,,379.7142857142857,6.666666666666667,574.5714285714286
21210.0,,62.6,7.0,914.2857142857143
21211.0,,286.14285714285717,14.571428571428571,659.2857142857143
