,SEQN,intense,light,moderate,sedentary,active
0,21005.0,2.0,114.57142857142857,47.16666666666666,804.4285714285713,1
1,21006.0,2.0,189.14285714285717,8.714285714285714,761.8571428571429,0
2,21007.0,2.4,355.28571428571433,34.142857142857146,568.8571428571429,1
3,21008.0,6.2,147.71428571428572,40.4,779.0,1
4,21009.0,1.0,333.57142857142856,44.42857142857143,581.7142857142858,1
5,21010.0,1.0,421.1428571428572,9.571428571428571,529.1428571428571,0
6,21012.0,0.0,224.57142857142856,5.333333333333333,730.8571428571429,0
7,21015.0,0.0,257.42857142857144,3.0,699.5714285714287,0
8,21017.0,0.0,313.42857142857144,51.16666666666666,602.7142857142858,1
9,21018.0,3.6666666666666665,40.0,26.0,918.7142857142856,1
10,21019.0,1.0,494.0,37.333333333333336,504.28571428571433,1
11,21020.0,0.0,253.85714285714286,1.6,705.0,0
12,21025.0,3.0,343.0,26.285714285714285,590.2857142857142,1
13,21026.0,5.333333333333333,271.14285714285717,42.285714285714285,642.0,1
14,21027.0,9.857142857142858,403.4285714285714,94.85714285714286,451.8571428571428,1
15,21029.0,1.5,198.57142857142856,34.833333333333336,731.1428571428571,1
16,21031.0,0.0,323.7142857142857,12.285714285714285,624.0,0
17,21032.0,0.0,115.66666666666669,18.0,842.8571428571429,0
18,21033.0,0.0,378.4285714285714,12.714285714285715,568.8571428571429,0
19,21034.0,0.0,477.4285714285714,51.85714285714285,430.71428571428567,1
20,21035.0,9.0,323.2857142857143,47.0,582.0,1
21,21036.0,0.0,231.85714285714286,2.0,726.4285714285713,0
22,21037.0,0.0,34.714285714285715,1.25,924.5714285714287,0
23,21038.0,8.6,337.7142857142857,82.57142857142857,533.5714285714286,1
24,21039.0,0.0,187.14285714285717,1.8333333333333333,771.2857142857142,0
